#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
530,"/東方傳統舞蹈 指令
/easterndance、/edance
跳起東方傳統舞蹈。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/東方傳統舞蹈,,/easterndance,/edance,0,293,2,1,2,0,0
531,"/戰隊演武正紅一式(/正紅一式) 指令
/rangerpose1r、/rpose1r
擺出戰隊演武正紅一式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武正紅一式,/正紅一式,/rangerpose1r,/rpose1r,0,293,2,1,2,0,0
532,"/戰隊演武正黑二式(/正黑二式) 指令
/rangerpose2r、/rpose2r
擺出戰隊演武正黑二式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武正黑二式,/正黑二式,/rangerpose2r,/rpose2r,0,293,2,1,2,0,0
533,"/戰隊演武正黃三式(/正黃三式) 指令
/rangerpose3r、/rpose3r
擺出戰隊演武正黃三式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武正黃三式,/正黃三式,/rangerpose3r,/rpose3r,0,293,2,1,2,0,0
534,"/拋媚眼右(/拋媚眼) 指令
/rightwink、/wink
右眼拋出媚眼。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/拋媚眼右,/拋媚眼,/wink,/rightwink,0,293,2,1,2,0,0
535,"/戰隊演武逆紅一式(/逆紅一式) 指令
/rangerpose1l、/rpose1l
擺出戰隊演武逆紅一式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武逆紅一式,/逆紅一式,/rangerpose1l,/rpose1l,0,293,2,1,2,0,0
536,"/戰隊演武逆黑二式(/逆黑二式) 指令
/rangerpose2l、/rpose2l
擺出戰隊演武逆黑二式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武逆黑二式,/逆黑二式,/rangerpose2l,/rpose2l,0,293,2,1,2,0,0
537,"/戰隊演武逆黃三式(/逆黃三式) 指令
/rangerpose3l、/rpose3l
擺出戰隊演武逆黃三式造型。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/戰隊演武逆黃三式,/逆黃三式,/rangerpose3l,/rpose3l,0,293,2,1,2,0,0
538,"/捂臉 指令
/facepalm
做出捂臉的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/捂臉,,/facepalm,,0,293,2,1,2,0,0
539,"/斬鐵劍 指令
/zantetsuken、/ztk
劈斬空間。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/斬鐵劍,,/zantetsuken,/ztk,0,293,2,1,2,0,0
540,"/肉體之美 指令
/flex
展現肉體之美。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/肉體之美,,/flex,,0,293,2,1,2,0,0
541,"/默哀 指令
/respect
做出默哀的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/默哀,,/respect,,0,293,2,1,2,0,0
542,"/陰險 指令
/sneer
做出陰險的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/陰險,,/sneer,,0,293,2,1,2,0,0
543,"/撒嬌 指令
/prettyplease、/pplease
做出撒嬌的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/撒嬌,,/prettyplease,/pplease,0,293,2,1,2,0,0
544,"/裝死 指令
/playdead、/pdead
在地上裝死。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/裝死,,/playdead,/pdead,0,293,2,1,2,0,0
545,"/寒冰的幻想 指令
/iceheart
與冰共舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/寒冰的幻想,,/iceheart,,0,293,2,1,2,0,0
546,"/日月之舞 指令
/moonlift
跳起日月之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/日月之舞,,/moonlift,,0,293,2,1,2,0,0
547,"/表達愛意 指令
/dote
表達自己的愛意。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/表達愛意,,/dote,,0,293,2,1,2,0,0
549,"/托眼鏡 指令
/spectacles
調整自己的眼鏡。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/托眼鏡,,/spectacles,,0,293,2,1,2,0,0
550,"/小黃鶯之舞 指令
/songbird
模仿小黃鶯跳舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/小黃鶯之舞,,/songbird,,0,293,2,1,2,0,0
551,"/浮水
/waterfloat
浮在水面上。
※該指令只會做出動作，不會顯示文字提示。",/浮水,,/waterfloat,,0,293,2,1,2,0,0
552,"/水中翻跟斗
/waterflip
在水裡翻跟斗。
※該指令只會做出動作，不會顯示文字提示。",/水中翻跟斗,,/waterflip,,0,293,2,1,2,0,0
553,"/嘟嘴 指令
/puckerup
把嘴撅起來。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/嘟嘴,,/puckerup,,0,293,2,1,2,0,0
554,"/蓄力迸發 指令
/powerup
發出真正的力量。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/蓄力迸發,,/powerup,,0,293,2,1,2,0,0
555,"/行東方禮 指令
/easternbow、/ebow
做出行東方禮的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/行東方禮,,/easternbow,/ebow,0,293,2,1,2,0,0
556,"/深蹲 指令
/squats
進行深蹲運動。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/深蹲,,/squats,,0,293,2,1,2,0,0
557,"/伏地挺身 指令
/pushups
進行伏地挺身運動。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/伏地挺身,,/pushups,,0,293,2,1,2,0,0
558,"/仰臥起坐 指令
/situps
進行仰臥起坐運動。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/仰臥起坐,,/situps,,0,293,2,1,2,0,0
559,"/深呼吸 指令
/breathcontrol
進行深呼吸。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/深呼吸,,/breathcontrol,,0,293,2,1,2,0,0
560,"/說話 指令
/converse
假裝自己在說著什麽。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/說話,,/converse,,0,293,2,1,2,0,0
561,"/認真 指令
/concentrate
做出認真的表情。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/認真,,/concentrate,,0,293,2,1,2,0,0
562,"/困惑 指令
/disturbed
做出困惑的表情。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/困惑,,/disturbed,,0,293,2,1,2,0,0
563,"/柔和 指令
/simper
露出柔和的微笑。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/柔和,,/simper,,0,293,2,1,2,0,0
564,"/滿足 指令
/beam
做出滿足的表情。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/滿足,,/beam,,0,293,2,1,2,0,0
565,"/立正 指令
/attention
立正站好。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/立正,,/attention,,0,293,2,1,2,0,0
566,"/稍息 指令
/atease
做出稍息動作。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/稍息,,/atease,,0,293,2,1,2,0,0
567,"/練拳 指令
/box
開始進行格鬥訓練。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/練拳,,/box,,0,293,2,1,2,0,0
568,"/祝禱 指令
/ritualprayer
開始進行祝禱。
>>指令
**動作(motion)**
　只做動作。
**無指令**
　做出動作並顯示文字提示。",/祝禱,,/ritualprayer,,0,293,2,1,2,0,0
570,"/害怕 指令
/tremble
瑟瑟發抖。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/害怕,,/tremble,,0,293,2,1,2,0,0
571,"/單膝跪地 指令
/winded
做出單膝跪地的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/單膝跪地,,/winded,,0,293,2,1,2,0,0
572,"/大吃一驚 指令
/aback
做出大吃一驚的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/大吃一驚,,/aback,,0,293,2,1,2,0,0
573,"/打招呼 指令
/greet
打個招呼。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/打招呼,,/greet,,0,293,2,1,2,0,0
574,"/方形步 指令
/boxstep
踏起方形步，今夜我是主角。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/方形步,,/boxstep,,0,293,2,1,2,0,0
575,"/側步 指令
/sidestep
踩著側步起舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/側步,,/sidestep,,0,293,2,1,2,0,0
576,"/究極 指令
/ultima
展現究極的力量。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/究極,,/ultima,,0,293,2,1,2,0,0
577,"/胡鷹之舞 指令
/yoldance
踏起胡鷹之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/胡鷹之舞,,/yoldance,,0,293,2,1,2,0,0
579,"/撩水 指令
/splash
撩起水花。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/撩水,,/splash,,0,293,2,1,2,0,0
581,"/好熱 指令
/sweat
假裝自己很熱。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/好熱,,/sweat,,0,293,2,1,2,0,0
582,"/好冷 指令
/shiver
模仿很冷的樣子。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/好冷,,/shiver,,0,293,2,1,2,0,0
583,"/說明 指令
/elucidate
進行說明。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/說明,,/elucidate,,0,293,2,1,2,0,0
584,"/思索 指令
/ponder
做出思索的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/思索,,/ponder,,0,293,2,1,2,0,0
585,"/拋媚眼左 指令
/leftwink
左眼拋出媚眼。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/拋媚眼左,,/leftwink,,0,293,2,1,2,0,0
586,"/幻想舞步 指令
/getfantasy
跳起幻想舞步。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/幻想舞步,,/getfantasy,,0,293,2,1,2,0,0
587,"/波波托步 指令
/popotostep
跳起波波托步。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/波波托步,,/popotostep,,0,293,2,1,2,0,0
588,"/哼歌 指令
/hum
靜靜哼一首歌。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/哼歌,,/hum,,0,293,2,1,2,0,0
589,"/確認 指令
/confirm
仔細進行確認。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/確認,,/confirm,,0,293,2,1,2,0,0
590,"/說明計劃 指令
/scheme
說明自己的計劃。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/說明計劃,,/scheme,,0,293,2,1,2,0,0
591,"/忍耐 指令
/endure
做出忍耐的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/忍耐,,/endure,,0,293,2,1,2,0,0
592,"/神典石 指令
/tomestone
掏出神典石賞玩一番。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/神典石,,/tomestone,,0,293,2,1,2,0,0
593,"/趾踵步 指令
/heeltoe
跳起趾踵步。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/趾踵步,,/heeltoe,,0,293,2,1,2,0,0
594,"/古卜步 指令
/goobbuedo
跳起古卜步。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/古卜步,,/goobbuedo,,0,293,2,1,2,0,0
595,"/心意 指令
/gratuity
做出撒一把錢以示心意的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/心意,,/gratuity,,0,293,2,1,2,0,0
596,"/振作精神 指令
/fistpump
做出振作精神的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/振作精神,,/fistpump,,0,293,2,1,2,0,0
597,"/提醒 指令
/reprimand
進行提醒。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/提醒,,/reprimand,,0,293,2,1,2,0,0
598,"/優雅仙人掌怪 指令
/sabotender
做出優雅仙人掌怪的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/優雅仙人掌怪,,/sabotender,,0,293,2,1,2,0,0
599,"/紳士舞步 指令
/mandervillemambo(/mmambo)
踏上最具紳士風度的舞步。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/紳士舞步,,/mandervillemambo,/mmambo,0,293,2,1,2,0,0
600,"/啦哩吼 指令
/laliho
精神地用啦哩吼打一聲招呼。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/啦哩吼,,/laliho,,0,293,2,1,2,0,0
601,"/歐米茄M架勢 指令
/simulationm
擺出歐米茄M的架勢。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/歐米茄M架勢,,/simulationm,,0,293,2,1,2,0,0
602,"/歐米茄F架勢 指令
/simulationf
擺出歐米茄F的架勢。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/歐米茄F架勢,,/simulationf,,0,293,2,1,2,0,0
603,"/乾杯 指令
/toast
乾了這杯柳橙汁！
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/乾杯,,/toast,,0,293,2,1,2,0,0
604,"/背靠
/lean
用背靠著什麽東西的姿勢站立。
※該情感動作只有動作，沒有文字提示。",/背靠,,/lean,,0,293,2,1,2,0,0
605,"/頭痛 指令
/headache
頭痛欲裂。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/頭痛,,/headache,,0,293,2,1,2,0,0
606,"/彈指 指令
/snap
做出彈指。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/彈指,,/snap,,0,293,2,1,2,0,0
607,"/吃麵包 指令
/bread
拿出麵包啃。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃麵包,,/breakfast,/bread,0,293,2,1,2,0,0
608,"/看書 指令
/read
拿出書閱讀。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/看書,,/read,,0,293,2,1,2,0,0
609,"/堅持主張 指令
/insist
堅持自己的主張。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/堅持主張,,/insist,,0,293,2,1,2,0,0
610,"/疑問 指令
/consider、/hmm
抱有疑問。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/疑問,,/consider,/hmm,0,293,2,1,2,0,0
611,"/嘿喲 指令
/wasshoi
嘿喲！嘿喲！
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/嘿喲,,/wasshoi,,0,293,2,1,2,0,0
612,"/花雨 指令
/flowershower、/petals
沐浴在花雨中。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/花雨,,/flowershower,/petals,0,293,2,1,2,0,0
613,"/烈焰之舞 指令
/flamedance
跳起烈焰之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/烈焰之舞,,/flamedance,,0,293,2,1,2,0,0
614,"/擊掌 指令
/highfive、/hifive
做出擊掌的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/擊掌,,/highfive,/hifive,0,293,2,1,2,0,0
615,"/巡視 指令
/guard
巡視四周。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/巡視,,/guard,,0,293,2,1,2,0,0
616,"/詛咒 指令
/malevolence
做出詛咒的動作。
 >>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/詛咒,,/malevolence,,0,293,2,1,2,0,0
617,"/蜜蜂之舞 指令
/beesknees 
跳起蜜蜂之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/蜜蜂之舞,,/beesknees,,0,293,2,1,2,0,0
618,"/啦哩吼舞 指令
/lalihop 
跳起啦哩吼舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/啦哩吼舞,,/lalihop,,0,293,2,1,2,0,0
621,"/吃飯團 指令
/eatriceball、/riceball
開始吃飯團。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃飯團,,/eatriceball,/riceball,0,293,2,1,2,0,0
622,"/吃蘋果 指令
/eatapple、/apple
開始吃蘋果。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃蘋果,,/eatapple,/apple,0,293,2,1,2,0,0
623,"/搓手 指令
/wringhands 
做出搓手的動作。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/搓手,,/wringhands,,0,293,2,1,2,0,0
624,"/掃地 指令
/sweep、/broom 
開始用掃帚掃地。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/掃地,,/sweep,/broom,0,293,2,1,2,0,0
625,"/黑色陸行鳥之筆（/塗黑） 指令
/paintblack 
將腳下塗黑。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/黑色陸行鳥之筆,/塗黑,/paintblack,,0,293,2,1,2,0,0
626,"/紅色陸行鳥之筆（/塗紅） 指令
/paintred 
將腳下塗紅。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/紅色陸行鳥之筆,/塗紅,/paintred,,0,293,2,1,2,0,0
627,"/黃色陸行鳥之筆（/塗黃） 指令
/paintyellow 
將腳下塗黃。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/黃色陸行鳥之筆,/塗黃,/paintyellow,,0,293,2,1,2,0,0
628,"/藍色陸行鳥之筆（/塗藍） 指令
/paintblue 
將腳下塗藍。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/藍色陸行鳥之筆,/塗藍,/paintblue,,0,293,2,1,2,0,0
629,"/假笑 指令
/fakesmile 
露出假笑的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/假笑,,/fakesmile,,0,293,2,1,2,0,0
630,"/默劇 指令
/pantomime、/mime
表演默劇。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/默劇,,/pantomime,/mime,0,293,2,1,2,0,0
631,"/疑惑 指令
/vexed
表現出疑惑的樣子。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/疑惑,,/vexed,,0,293,2,1,2,0,0
632,"/噓 指令
/shush、/shh
催促周圍保持安靜。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/噓,,/shush,/shh,0,293,2,1,2,0,0
633,"/吃披薩 指令
/eatpizza、/pizza
開始吃披薩。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃披薩,,/eatpizza,/pizza,0,293,2,1,2,0,0
634,"/抱頭 指令
/clutchhead
雙手抱住腦袋。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/抱頭,,/clutchhead,,0,293,2,1,2,0,0
635,"/吃戀人巧克力 指令
/eatchocolate、/choco
開始吃戀人巧克力。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃戀人巧克力,,/eatchocolate,/choco,0,293,2,1,2,0,0
636,"/吃水煮蛋 指令
/eategg、/egg
開始吃水煮蛋。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃水煮蛋,,/eategg,/egg,0,293,2,1,2,0,0
637,"/幸福 指令
/content
做出幸福的表情。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/幸福,,/content,,0,293,2,1,2,0,0
638,"/收回武器 指令
/sheathe
將武器收起來。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/收回武器,,/sheathe,,0,293,2,1,2,0,0
639,"/亮出武器 指令
/draw
將武器準備好。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/亮出武器,,/draw,,0,293,2,1,2,0,0
640,"/飲用紅茶 指令
/tea
開始喝紅茶。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/飲用紅茶,,/tea,,0,293,2,1,2,0,0
641,"/幹勁十足 指令
/determined
鼓起幹勁。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/幹勁十足,,/determined,,0,293,2,1,2,0,0
642,"/展現右側 指令
/showright
展現自己右側的事物。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/展現右側,,/showright,,0,293,2,1,2,0,0
643,"/展現左側 指令
/showleft
展現自己左側的事物。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/展現左側,,/showleft,,0,293,2,1,2,0,0
646,"/叛逆精神 指令
/deride、/pagaga
展現叛逆精神。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/叛逆精神,,/deride,/pagaga,0,293,2,1,2,0,0
647,"/兩眼放光 指令
/wow
兩眼放出光芒。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/兩眼放光,,/wow,,0,293,2,1,2,0,0
648,"/吃南瓜餅乾 指令
/eatpumpkincookie、/cookie 
開始吃南瓜餅乾。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃南瓜餅乾,,/eatpumpkincookie,/cookie,0,293,2,1,2,0,0
649,"/觀戰 指令
/spirit 
開始觀戰。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/觀戰,,/spirit,,0,293,2,1,2,0,0
650,"/魔術 指令
/magictrick
表演魔術。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/魔術,,/magictrick,,0,293,2,1,2,0,0
651,"/公主之舞 指令
/littleladiesdance、/ladance
跳起公主之舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/公主之舞,,/littleladiesdance,/ladance,0,293,2,1,2,0,0
652,"/通訊珠 指令
/linkpearl
用通訊珠交流。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/通訊珠,,/linkpearl,,0,293,2,1,2,0,0
653,"/搖兔兔耳 指令
/earwiggle 
搖了搖兔兔耳。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/搖兔兔耳,,/earwiggle,,0,293,2,1,2,0,0
657,"/嚇唬人 指令
/frighten
嚇唬人。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/嚇唬人,,/frighten,,0,293,2,1,2,0,0
658,"/威光降臨 指令
/adventoflight、/advent
威猛地從天而降。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/威光降臨,,/adventoflight,/advent,0,293,2,1,2,0,0
659,"/雀躍1 指令
/jumpforjoy1、/jj1
開心地跳了起來，動作格外可愛。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/雀躍1,,/jumpforjoy1,/jj1,0,293,2,1,2,0,0
660,"/雀躍2 指令
/jumpforjoy2、/jj2
開心地跳了起來，動作格外歡樂。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/雀躍2,,/jumpforjoy2,/jj2,0,293,2,1,2,0,0
661,"/雀躍3 指令
/jumpforjoy3、/jj3
開心地跳了起來，跳得格外的高。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/雀躍3,,/jumpforjoy3,/jj3,0,293,2,1,2,0,0
662,"/雀躍4 指令
/jumpforjoy4、/jj4
開心地跳了起來，動作格外舒展。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/雀躍4,,/jumpforjoy4,/jj4,0,293,2,1,2,0,0
663,"/雀躍5 指令
/jumpforjoy5、/jj5
開心地跳了起來，動作好像仙人掌怪。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/雀躍5,,/jumpforjoy5,/jj5,0,293,2,1,2,0,0
664,"/手撫胸 指令
/handtoheart
以手撫胸。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/手撫胸,,/handtoheart,,0,293,2,1,2,0,0
665,"/聲援小白 指令
 /cheeronbright、/cheerbright
做出聲援小白的動作。
 >>指令
 **動作(motion)**
只做動作。
 **無指令**
做出動作並顯示文字提示。",/聲援小白,,/cheeronbright,/cheerbright,0,293,2,1,2,0,0
666,"/聲援小紫 指令
 /cheerwaveviolet、/cheerviolet
做出聲援小紫的動作。
 >>指令
 **動作(motion)**
只做動作。
 **無指令**
做出動作並顯示文字提示。",/聲援小紫,,/cheerwaveviolet,/cheerviolet,0,293,2,1,2,0,0
667,"/聲援小綠 指令
 /cheerjumpgreen、/cheergreen
做出聲援小綠的動作。
 >>指令
 **動作(motion)**
只做動作。
 **無指令**
做出動作並顯示文字提示。",/聲援小綠,,/cheerjumpgreen,/cheergreen,0,293,2,1,2,0,0
668,"/守護天節的魔咒 指令
 /allsaintscharm
施展守護天節的魔咒。
 >>指令
 **動作(motion)**
只做動作。
 **無指令**
做出動作並顯示文字提示。",/守護天節的魔咒,,/allsaintscharm,,0,293,2,1,2,0,0
670,"/兔兔舞 指令
/lophop
跳起兔兔舞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/兔兔舞,,/lophop,,0,293,2,1,2,0,0
671,"/比對文獻 指令
 /reference
比對文獻。
 >>指令
 **動作(motion)**
只做動作。
 **無指令**
做出動作並顯示文字提示。",/比對文獻,,/reference,,0,293,2,1,2,0,0
672,"/吃炸雞 指令
/eatchicken
開始吃炸雞。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/吃炸雞,,/eatchicken,,0,293,2,1,2,0,0
673,"/眾生離絕 指令
/sundering、/exodus
發動眾生離絕。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/眾生離絕,,/sundering,/exodus,0,293,2,1,2,0,0
674,"/垂頭喪氣 指令
/slump
做出垂頭喪氣的樣子。
>>指令
**動作(motion)**
只做動作。
**無指令**
做出動作並顯示文字提示。",/垂頭喪氣,,/slump,,0,293,2,1,2,0,0
